Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Máximo_puntaje_psu_prom_math_leng;Promedio_pje_psu_prom_math_leng;Mínimo_puntaje_psu_prom_math_leng;Puntaje_corte_primerselec;Puntaje_corte_promcarrera;Puntaje_corte_ultselec;Máximo_pje_nem;Promedio_pje_nem;Mínimo_pje_nem;Máximo_pje_ranking;Promedio_pje_ranking;Mínimo_pje_ranking;Número_alumnos_ingreso_psu;Número_alumnos_otro_ingreso;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Matrícula_primer_año_hombres;Matrícula_primer_año_mujeres;Matrícula_primer_año_extranjero;Matrícula_primer_año;Matrícula_total_hombres;Matrícula_total_mujeres;Matrícula_total_extranjero;Matrícula_total;Matrícula_total_cohorte_año_anterior;Cód_sies;Pregado_postgrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Puente Alto;Puente Alto;Región Metropolitana;7;30385;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051021;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;23;28;1;51;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Puente Alto;Puente Alto;Región Metropolitana;7;30376;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051021;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;17;36;1;53;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Puerto Montt;Puerto Montt;Región de Los Lagos;14;30378;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051016;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;24;33;1;57;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;30374;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051009;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;17;260000;1958000;36000;20;9;8;0;17;37;73;1;110;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;29345;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051009;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;28;31;1;59;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Santiago;Región Metropolitana;7;30402;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;Santiago Centro;8;1051001007;1051001;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;13;260000;2112000;36000;20;7;6;3;13;45;39;11;84;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Santiago;Región Metropolitana;7;19967;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional;Ingreso Directo;2010;Santiago Centro;8;1051001007;1051001;Contador Auditor;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;2;0;2;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Santiago;Región Metropolitana;7;32363;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2015;Santiago Centro;8;1051001007;1051001;Contador Auditor;Licenciado en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;19;15;2;34;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Santiago;Región Metropolitana;7;30413;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;Santiago Centro;8;1051001007;1051001;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;61;88;12;149;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Talca;Talca;Región del Maule;9;30380;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051010;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;16;29;0;45;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Talca;Talca;Región del Maule;9;32337;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2015;;8;;1051010;Contador Auditor;Licenciado en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;9;23;0;32;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;29338;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051012;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;5;8;0;13;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;32338;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2015;;8;;1051012;Contador Auditor;Licenciado en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;7;24;0;31;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Valdivia;Valdivia;Región de los Ríos;13;30383;Contabilidad, Auditoría y similares;Contador Auditor;;Vespertino;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051014;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;21;31;0;52;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Valparaíso;Valparaíso;Región de Valparaíso;6;30386;Contabilidad, Auditoría y similares;Contador Auditor;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;2014;;8;;1051008;Contador Auditor;Licenciatura en Contabilidad y Auditoría;;;;;;;;;;;;;;;0;;0;;0;0;0;0;23;34;0;57;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;11583;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2005;;10;;1051005;Ingeniero Comercial;Licenciatura en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;51;220000;2402000;36000;55;24;27;2;51;26;28;2;54;;I54S5C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Calama;Calama;Región de Antofagasta;3;14066;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2007;;10;;1051004;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas M/Marketing y Negocios Internacionales;;;;;;;;;;;;;;31;220000;2207000;36000;20;15;16;6;31;15;16;6;31;;I54S4C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Chillán;Chillán;Región de Ñuble;11;21505;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2011;;10;;1051011;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;40;220000;2083000;36000;30;15;25;0;40;18;27;0;45;;I54S12C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Copiapó;Copiapó;Región de Atacama;4;24957;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2012;;10;;1051006;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;40;220000;2091000;36000;20;11;29;3;40;11;33;4;44;;I54S6C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Curicó;Curicó;Región del Maule;9;24958;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2012;;10;;1051019;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;40;220000;2083000;36000;45;13;27;0;40;14;27;0;41;;I54S10C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Iquique;Iquique;Región de Tarapacá;2;14064;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2007;;10;;1051003;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas M/Marketing y Negocios Internacionales;;;;;;;;;;;;;;23;250000;2357000;36000;20;12;11;3;23;12;11;3;23;;I54S3C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;La Serena;La Serena;Región de Coquimbo;5;41686;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2017;;10;;1051007;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;;0;;0;;0;0;0;0;10;10;1;20;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;La Serena;La Serena;Región de Coquimbo;5;11607;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2005;;10;;1051007;Ingeniero Comercial;Licenciatura en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;78;250000;2375000;36000;60;38;40;1;78;41;43;1;84;;I54S7C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Las Condes;Región Metropolitana;7;24960;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2012;Apoquindo;10;1051001002;1051001;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;33;260000;2633000;36000;45;13;20;0;33;14;21;0;35;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Las Condes;Región Metropolitana;7;41689;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2019;Apoquindo;10;1051001002;1051001;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;;0;;0;;0;0;0;0;13;3;1;16;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Las Condes;Región Metropolitana;7;17637;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2009;Apoquindo;10;1051001002;1051001;Ingeniero Comercial;Licenciatura en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;52;260000;2633000;36000;50;27;25;1;52;28;25;1;53;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Osorno;Osorno;Región de Los Lagos;14;14083;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2007;;10;;1051015;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas M/Marketing y Negocios Internacionales;;;;;;;;;;;;;;31;220000;2338000;36000;30;16;15;0;31;17;16;0;33;;I54S16C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Puerto Montt;Puerto Montt;Región de Los Lagos;14;32353;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2015;;10;;1051016;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;27;220000;2338000;36000;20;14;13;0;27;14;13;0;27;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;14073;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2007;;10;;1051009;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas M/Marketing y Negocios Internacionales;;;;;;;;;;;;;;59;260000;2332000;36000;65;21;38;0;59;27;45;0;72;;I54S9C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Santiago;Región Metropolitana;7;32352;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2015;Santiago Centro;10;1051001007;1051001;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;16;260000;2633000;36000;30;9;7;0;16;9;7;0;16;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Talca;Talca;Región del Maule;9;32354;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2015;;10;;1051010;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;50;220000;2015000;36000;15;24;26;0;50;24;26;0;50;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;11604;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2005;;10;;1051012;Ingeniero Comercial;Licenciatura en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;20;220000;2351000;36000;20;6;14;0;20;7;14;0;21;;I54S13C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Temuco;Temuco;Región de La Araucanía;12;11614;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2005;;10;;1051013;Ingeniero Comercial;Licenciatura en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;30;220000;2351000;36000;;10;20;0;30;12;22;0;34;;I54S14C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Valdivia;Valdivia;Región de los Ríos;13;14080;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2007;;10;;1051014;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas M/Marketing y Negocios Internacionales;;;;;;;;;;;;;;27;220000;2394000;36000;;16;11;0;27;17;12;0;29;;I54S15C51J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Valparaíso;Valparaíso;Región de Valparaíso;6;11612;Ingeniería Comercial;Ingeniería Comercial;;Vespertino;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2005;;10;;1051008;Ingeniero Comercial;Licenciatura en Ciencias de la Administración de Empresas;;;;;;;;;;;;;;20;250000;2295000;36000;35;9;11;0;20;9;11;0;20;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Coyhaique;Coyhaique;Región de Aysén;15;36816;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Vespertino;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2006;;2;;1051017;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;20;240000;1973000;36000;;4;16;0;20;4;16;0;20;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Maipú;Región Metropolitana;7;36833;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Vespertino;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2006;Maipú;2;1051001004;1051001;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;26;260000;2633000;36000;30;18;8;0;26;18;9;0;27;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Vitacura;Santiago;Región Metropolitana;7;11807;Ingeniería Comercial;Ingeniería Comercial (P.E.);;Vespertino;Programa Especial;Administración y Comercio;1010005;Profesional con Licenciatura;No es Ingreso Directo;2006;Santiago Centro;2;1051001007;1051001;Ingeniero Comercial;Licenciado en Ciencias en la Administración de Empresas;;;;;;;;;;;;;;88;260000;2633000;36000;85;39;49;8;88;43;52;8;95;;I71S1C133J2V1;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;41657;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;;Diurno;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2019;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;9;6;2;15;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;29368;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Gestión de Personas;Diurno;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2014;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;3;26;3;29;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;29340;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Finanzas;Diurno;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2014;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;22;45;2;67;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;17044;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Gestión de Personas;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2009;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;1;0;1;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;41665;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2019;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;19;220000;2106000;36000;20;7;12;1;19;14;24;6;38;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;29380;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Gestión de Personas;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2014;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;2;220000;2106000;36000;;1;1;0;2;17;40;6;57;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Antofagasta;Antofagasta;Región de Antofagasta;3;29341;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;Finanzas;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2014;;8;;1051005;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;5;220000;2106000;36000;;1;4;2;5;31;68;12;99;;;Pregrado
2020;1051;U. TECNOLÓGICA DE CHILE INACAP;Univ.;(b) Universidades Privadas;(d) Universidades Privadas;(a) Acreditada;(a) Autónoma;(b) No Adscritas/No Aplica;Arica;Arica;Región de Arica y Parinacota;1;41671;Ingeniería en Administración, Administración de Empresas y similares;Ingeniería en Administración de Empresas;;Vespertino;Programa Regular;Administración y Comercio;1010006;Profesional;Ingreso Directo;2019;;8;;1051002;Ingeniero en Administración de Empresas;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;11;4;2;15;;;Pregrado
